,date,days_since_start,cases,cases_increase,7_day_cases,14_day_cases,42_day_cases,cases_pct_inc,deaths,deaths_increase,deaths_pct_inc,7_day_deaths,42_day_deaths,14_day_deaths
35,2020-02-25,36,45,2,2.857142857142857,2.2857142857142856,,4.65,0,0,0.0,0.0,,0.0
36,2020-02-26,37,60,15,5.0,3.2857142857142856,,33.33,0,0,0.0,0.0,,0.0
37,2020-02-27,38,60,0,4.714285714285714,3.2142857142857144,,0.0,0,0,0.0,0.0,,0.0
38,2020-02-28,39,65,5,5.0,3.5714285714285716,,8.33,0,0,0.0,0.0,,0.0
39,2020-02-29,40,70,5,5.714285714285714,3.9285714285714284,,7.69,1,1,0.0,0.14285714285714285,,0.07142857142857142
40,2020-03-01,41,88,18,8.285714285714286,5.214285714285714,,25.71,3,2,200.0,0.42857142857142855,,0.21428571428571427
41,2020-03-02,42,104,16,8.714285714285714,5.642857142857143,2.4523809523809526,18.18,6,3,100.0,0.8571428571428571,0.14285714285714285,0.42857142857142855
42,2020-03-03,43,125,21,11.428571428571429,7.142857142857143,2.9523809523809526,20.19,10,4,66.67,1.4285714285714286,0.23809523809523808,0.7142857142857143
43,2020-03-04,44,161,36,14.428571428571429,9.714285714285714,3.8095238095238093,28.8,12,2,20.0,1.7142857142857142,0.2857142857142857,0.8571428571428571
44,2020-03-05,45,228,67,24.0,14.357142857142858,5.404761904761905,41.61,12,0,0.0,1.7142857142857142,0.2857142857142857,0.8571428571428571
45,2020-03-06,46,311,83,35.142857142857146,20.071428571428573,7.357142857142857,36.4,15,3,25.0,2.142857142857143,0.35714285714285715,1.0714285714285714
