,date,days_since_start,cases,cases_increase,7_day_cases,14_day_cases,42_day_cases,cases_pct_inc,deaths,deaths_increase,deaths_pct_inc,7_day_deaths,42_day_deaths,14_day_deaths
186,2020-07-25,187,4190337,66776,66783.71428571429,66418.78571428571,50071.666666666664,1.62,146313,884,0.61,907.4285714285714,734.8095238095239,837.9285714285714
187,2020-07-26,188,4244554,54217,65632.57142857143,66162.5,50907.07142857143,1.29,146753,440,0.3,911.4285714285714,737.7380952380952,841.1428571428571
188,2020-07-27,189,4303735,59181,65531.57142857143,65992.07142857143,51837.166666666664,1.39,148449,1696,1.16,1077.857142857143,767.452380952381,931.9285714285714
189,2020-07-28,190,4366851,63116,65222.857142857145,65814.5,52747.42857142857,1.47,149776,1327,0.89,1106.4285714285713,780.7380952380952,958.5714285714286
190,2020-07-29,191,4433467,66616,64776.71428571428,65691.21428571429,53722.69047619047,1.53,151172,1396,0.93,1143.5714285714287,795.8571428571429,988.9285714285714
191,2020-07-30,192,4502581,69114,64649.28571428572,65221.71428571428,54700.19047619047,1.56,152433,1261,0.83,1164.2857142857142,808.5714285714286,1010.5714285714286
192,2020-07-31,193,4571669,69088,64015.42857142857,65090.642857142855,55610.95238095238,1.53,153862,1429,0.94,1204.7142857142858,825.9761904761905,1048.2857142857142
193,2020-08-01,194,4628497,56828,62594.28571428572,64689.0,56201.5,1.24,154917,1055,0.69,1229.142857142857,838.0952380952381,1068.2857142857142
194,2020-08-02,195,4679291,50794,62105.28571428572,63868.92857142857,56782.80952380953,1.1,155337,420,0.27,1226.2857142857142,841.9761904761905,1068.857142857143
195,2020-08-03,196,4726775,47484,60434.28571428572,62982.92857142857,57188.0,1.01,155945,608,0.39,1070.857142857143,847.8809523809524,1074.357142857143
196,2020-08-04,197,4780324,53549,59067.57142857143,62145.21428571428,57628.21428571428,1.13,157301,1356,0.87,1075.0,860.3333333333334,1090.7142857142858
197,2020-08-05,198,4834047,53723,57225.71428571428,61001.21428571428,58026.642857142855,1.12,158554,1253,0.8,1054.5714285714287,871.9047619047619,1099.0714285714287
198,2020-08-06,199,4891561,57514,55568.57142857143,60108.92857142857,58415.71428571428,1.19,159625,1071,0.68,1027.4285714285713,838.6904761904761,1095.857142857143
199,2020-08-07,200,4952718,61157,54435.57142857143,59225.5,58787.833333333336,1.25,160981,1356,0.85,1017.0,855.9047619047619,1110.857142857143
200,2020-08-08,201,5007958,55240,54208.71428571428,58401.5,59095.95238095238,1.12,161947,966,0.6,1004.2857142857143,866.7380952380952,1116.7142857142858
201,2020-08-09,202,5056438,48480,53878.142857142855,57991.71428571428,59309.57142857143,0.97,162486,539,0.33,1021.2857142857143,873.1190476190476,1123.7857142857142
202,2020-08-10,203,5103611,47173,53833.71428571428,57134.0,59492.357142857145,0.93,163023,537,0.33,1011.1428571428571,877.6428571428571,1041.0
203,2020-08-11,204,5156968,53357,53806.28571428572,56436.92857142857,59610.642857142855,1.05,164474,1451,0.89,1024.7142857142858,881.2380952380952,1049.857142857143
204,2020-08-12,205,5211246,54278,53885.57142857143,55555.642857142855,59713.09523809524,1.05,165952,1478,0.9,1056.857142857143,901.1428571428571,1055.7142857142858
205,2020-08-13,206,5265307,54061,53392.28571428572,54480.42857142857,59677.42857142857,1.04,167165,1213,0.73,1077.142857142857,912.8095238095239,1052.2857142857142
206,2020-08-14,207,5324784,59477,53152.28571428572,53793.92857142857,59732.73809523809,1.13,168341,1176,0.7,1051.4285714285713,926.7380952380952,1034.2142857142858
207,2020-08-15,208,5375527,50743,52509.857142857145,53359.28571428572,59750.28571428572,0.95,169400,1059,0.63,1064.7142857142858,945.7380952380952,1034.5
208,2020-08-16,209,5417664,42137,51603.71428571428,52740.92857142857,59687.666666666664,0.78,169914,514,0.3,1061.142857142857,951.7380952380952,1041.2142857142858
209,2020-08-17,210,5455187,37523,50225.142857142855,52029.42857142857,59454.5,0.69,170449,535,0.31,1060.857142857143,955.1666666666666,1036.0
210,2020-08-18,211,5498420,43233,48778.857142857145,51292.57142857143,59196.142857142855,0.79,171798,1349,0.79,1046.2857142857142,964.4761904761905,1035.5
211,2020-08-19,212,5541433,43013,47169.57142857143,50527.57142857143,58804.666666666664,0.78,173093,1295,0.75,1020.1428571428571,972.7380952380952,1038.5
212,2020-08-20,213,5587462,46029,46022.142857142855,49707.21428571428,58474.666666666664,0.83,174136,1043,0.6,995.8571428571429,977.547619047619,1036.5
213,2020-08-21,214,5636491,49029,44529.57142857143,48840.92857142857,58017.57142857143,0.88,175297,1161,0.67,993.7142857142857,985.4761904761905,1022.5714285714286
214,2020-08-22,215,5681517,45026,43712.857142857145,48111.357142857145,57643.880952380954,0.8,176247,950,0.54,978.1428571428571,992.0238095238095,1021.4285714285714
215,2020-08-23,216,5713850,32333,42312.28571428572,46958.0,57037.40476190476,0.57,176693,446,0.25,968.4285714285714,993.2380952380952,1014.7857142857143
216,2020-08-24,217,5754254,40404,42723.857142857145,46474.5,56533.52380952381,0.71,177197,504,0.29,964.0,995.1190476190476,1012.4285714285714
217,2020-08-25,218,5793437,39183,42145.28571428572,45462.07142857143,55904.5,0.68,178410,1213,0.68,944.5714285714286,1001.2857142857143,995.4285714285714
218,2020-08-26,219,5838756,45319,42474.71428571428,44822.142857142855,55356.333333333336,0.78,179603,1193,0.67,930.0,1006.5714285714286,975.0714285714286
219,2020-08-27,220,5884366,45610,42414.857142857145,44218.5,54640.21428571428,0.78,180729,1126,0.63,941.8571428571429,1010.5714285714286,968.8571428571429
220,2020-08-28,221,5930930,46564,42062.71428571428,43296.142857142855,54060.23809523809,0.79,181739,1010,0.56,920.2857142857143,1013.1666666666666,957.0
221,2020-08-29,222,5975540,44610,42003.28571428572,42858.07142857143,53635.45238095238,0.75,182610,871,0.48,909.0,1015.452380952381,943.5714285714286
222,2020-08-30,223,6008970,33430,42160.0,42236.142857142855,52948.666666666664,0.56,182984,374,0.2,898.7142857142857,1014.547619047619,933.5714285714286
223,2020-08-31,224,6045455,36485,41600.142857142855,42162.0,52391.45238095238,0.61,183472,488,0.27,896.4285714285714,1013.5238095238095,930.2142857142857
224,2020-09-01,225,6089504,44049,42295.28571428572,42220.28571428572,51886.02380952381,0.73,184563,1091,0.59,879.0,1012.6666666666666,911.7857142857143
225,2020-09-02,226,6121948,32444,40456.0,41465.357142857145,50998.04761904762,0.53,185639,1076,0.58,862.2857142857143,1011.2380952380952,896.1428571428571
226,2020-09-03,227,6168342,46394,40568.0,41491.42857142857,50435.857142857145,0.76,186717,1078,0.58,855.4285714285714,1010.3333333333334,898.6428571428571
227,2020-09-04,228,6220446,52104,41359.42857142857,41711.07142857143,49925.833333333336,0.84,187697,980,0.52,851.1428571428571,1006.3809523809524,885.7142857142857
228,2020-09-05,229,6262700,42254,41022.857142857145,41513.07142857143,49341.97619047619,0.68,188409,712,0.38,828.4285714285714,1002.2857142857143,868.7142857142857
229,2020-09-06,230,6292699,29999,40532.71428571428,41346.357142857145,48765.357142857145,0.48,188820,411,0.22,833.7142857142857,1001.5952380952381,866.2142857142857
230,2020-09-07,231,6317865,25166,38915.71428571428,40257.92857142857,47955.47619047619,0.4,189083,263,0.14,801.5714285714286,967.4761904761905,849.0
231,2020-09-08,232,6346806,28941,36757.42857142857,39526.357142857145,47141.78571428572,0.46,189541,458,0.24,711.1428571428571,946.7857142857143,795.0714285714286
232,2020-09-09,233,6380138,33332,36884.28571428572,38670.142857142855,46349.30952380953,0.53,190716,1175,0.62,725.2857142857143,941.5238095238095,793.7857142857143
233,2020-09-10,234,6418198,38060,35693.71428571428,38130.857142857145,45609.92857142857,0.6,191631,915,0.48,702.0,933.2857142857143,778.7142857142857
234,2020-09-11,235,6465766,47568,35045.71428571428,38202.57142857143,45097.54761904762,0.74,192858,1227,0.64,737.2857142857143,928.4761904761905,794.2142857142857
235,2020-09-12,236,6504870,39104,34595.71428571428,37809.28571428572,44675.54761904762,0.6,193559,701,0.36,735.7142857142857,920.047619047619,782.0714285714286
236,2020-09-13,237,6538213,33343,35073.42857142857,37803.07142857143,44260.04761904762,0.51,193958,399,0.21,734.0,919.547619047619,783.8571428571429
237,2020-09-14,238,6575100,36887,36747.857142857145,37831.78571428572,44007.73809523809,0.56,194408,450,0.23,760.7142857142857,915.7857142857143,781.1428571428571
238,2020-09-15,239,6614317,39217,38215.857142857145,37486.642857142855,43666.5,0.6,195689,1281,0.66,878.2857142857143,914.0,794.7142857142857
239,2020-09-16,240,6653585,39268,39063.857142857145,37974.07142857143,43322.333333333336,0.59,196686,997,0.51,852.8571428571429,907.9047619047619,789.0714285714286
240,2020-09-17,241,6698895,45310,40099.57142857143,37896.642857142855,43031.76190476191,0.68,197535,849,0.43,843.4285714285714,902.6190476190476,772.7142857142857
241,2020-09-18,242,6747782,48887,40288.0,37666.857142857145,42739.619047619046,0.73,198484,949,0.48,803.7142857142857,892.9285714285714,770.5
242,2020-09-19,243,6789593,41811,40674.71428571428,37635.21428571428,42419.880952380954,0.62,199154,670,0.34,799.2857142857143,885.8809523809524,767.5
243,2020-09-20,244,6825949,36356,41105.142857142855,38089.28571428572,42131.21428571428,0.54,199367,213,0.11,772.7142857142857,878.1190476190476,753.3571428571429
244,2020-09-21,245,6880899,54950,43685.57142857143,40216.71428571428,42316.380952380954,0.81,199797,430,0.22,769.8571428571429,875.5714285714286,765.2857142857143
245,2020-09-22,246,6918290,37391,43424.71428571428,40820.28571428572,41936.23809523809,0.54,200738,941,0.47,721.2857142857143,863.4285714285714,799.7857142857143
246,2020-09-23,247,6959841,41551,43750.857142857145,41407.357142857145,41633.21428571428,0.6,201828,1090,0.54,734.5714285714286,854.1904761904761,793.7142857142857
247,2020-09-24,248,7005043,45202,43735.42857142857,41917.5,41422.28571428572,0.65,202713,885,0.44,739.7142857142857,846.3809523809524,791.5714285714286
248,2020-09-25,249,7059624,54581,44548.857142857145,42418.42857142857,41305.71428571428,0.78,203566,853,0.42,726.0,838.6904761904761,764.8571428571429
249,2020-09-26,250,7102321,42697,44675.42857142857,42675.07142857143,41114.142857142855,0.6,204335,769,0.38,740.1428571428571,831.7857142857143,769.7142857142857
250,2020-09-27,251,7139619,37298,44810.0,42957.57142857143,40998.92857142857,0.53,204602,267,0.13,747.8571428571429,825.9047619047619,760.2857142857143
251,2020-09-28,252,7176979,37360,42297.142857142855,42991.357142857145,40995.04761904762,0.52,204952,350,0.17,736.4285714285714,821.5,753.1428571428571
252,2020-09-29,253,7220676,43697,43198.0,43311.357142857145,41006.09523809524,0.61,205878,926,0.45,734.2857142857143,811.4285714285714,727.7857142857143
253,2020-09-30,254,7262734,42058,43270.42857142857,43510.642857142855,40983.357142857145,0.58,206852,974,0.47,717.7142857142857,803.7857142857143,726.1428571428571
254,2020-10-01,255,7309152,46418,43444.142857142855,43589.78571428572,40992.619047619046,0.64,207699,847,0.41,712.2857142857143,799.1190476190476,726.0
255,2020-10-02,256,7362732,53580,43301.142857142855,43925.0,41100.97619047619,0.73,208564,865,0.42,714.0,792.0714285714286,720.0
256,2020-10-03,257,7410511,47779,44027.142857142855,44351.28571428572,41166.52380952381,0.65,209273,709,0.34,705.4285714285714,786.3333333333334,722.7857142857143
257,2020-10-04,258,7445574,35063,43707.857142857145,44258.92857142857,41231.52380952381,0.47,209606,333,0.16,714.8571428571429,783.6428571428571,731.3571428571429
258,2020-10-05,259,7507986,62412,47286.71428571428,44791.92857142857,41755.52380952381,0.84,210035,429,0.2,726.1428571428571,781.8571428571429,731.2857142857143
259,2020-10-06,260,7550848,42862,47167.42857142857,45182.71428571428,41843.119047619046,0.57,210756,721,0.34,696.8571428571429,770.1428571428571,715.5714285714286
260,2020-10-07,261,7603865,53017,48733.0,46001.71428571428,42026.40476190476,0.7,211752,996,0.47,700.0,765.452380952381,708.8571428571429
261,2020-10-08,262,7660248,56383,50156.57142857143,46800.357142857145,42282.90476190476,0.74,212680,928,0.44,711.5714285714286,760.7380952380952,711.9285714285714
262,2020-10-09,263,7719210,58962,50925.42857142857,47113.28571428572,42578.09523809524,0.77,213595,915,0.43,718.7142857142857,758.4761904761905,716.3571428571429
263,2020-10-10,264,7770858,51648,51478.142857142855,47752.642857142855,42745.666666666664,0.67,214187,592,0.28,702.0,751.8333333333334,703.7142857142857
264,2020-10-11,265,7815641,44783,52866.71428571428,48287.28571428572,43015.97619047619,0.58,214606,419,0.2,714.2857142857143,752.9047619047619,714.5714285714286
265,2020-10-12,266,7863657,48016,50810.142857142855,49048.42857142857,43290.52380952381,0.61,214957,351,0.16,703.1428571428571,749.6428571428571,714.6428571428571
266,2020-10-13,267,7918051,54394,52457.57142857143,49812.5,43536.833333333336,0.69,215783,826,0.38,718.1428571428571,743.3333333333334,707.5
267,2020-10-14,268,7977904,59853,53434.142857142855,51083.57142857143,44189.42857142857,0.76,216792,1009,0.47,720.0,741.7380952380952,710.0
268,2020-10-15,269,8043257,65353,54715.57142857143,52436.07142857143,44640.833333333336,0.82,217585,793,0.37,700.7142857142857,734.952380952381,706.1428571428571
269,2020-10-16,270,8113720,70463,56358.57142857143,53642.0,45077.95238095238,0.88,218476,891,0.41,697.2857142857143,732.8333333333334,708.0
270,2020-10-17,271,8166481,52761,56517.57142857143,53997.857142857145,45328.119047619046,0.65,219154,678,0.31,709.5714285714286,732.0238095238095,705.7857142857143
271,2020-10-18,272,8214363,47882,56960.28571428572,54913.5,45753.90476190476,0.59,219541,387,0.18,705.0,731.452380952381,709.6428571428571
272,2020-10-19,273,8279803,65440,59449.42857142857,55129.78571428572,46712.80952380953,0.8,220058,517,0.24,728.7142857142857,737.5,715.9285714285714
273,2020-10-20,274,8340397,60594,60335.142857142855,56396.357142857145,47466.45238095238,0.73,220987,929,0.42,743.4285714285714,748.7142857142857,730.7857142857143
274,2020-10-21,275,8404634,64237,60961.42857142857,57197.78571428572,48202.28571428572,0.77,222195,1208,0.55,771.8571428571429,749.5,745.9285714285714
275,2020-10-22,276,8479762,75128,62357.857142857145,58536.71428571428,49084.857142857145,0.89,223023,828,0.37,776.8571428571429,747.4285714285714,738.7857142857143
276,2020-10-23,277,8564893,85131,64453.28571428572,60405.92857142857,49979.21428571428,1.0,223949,926,0.42,781.8571428571429,740.2619047619048,739.5714285714286
277,2020-10-24,278,8643591,78698,68158.57142857143,62338.07142857143,50921.92857142857,0.92,224821,872,0.39,809.5714285714286,744.3333333333334,759.5714285714286
278,2020-10-25,279,8703303,59712,69848.57142857143,63404.42857142857,51549.76190476191,0.69,225160,339,0.15,802.7142857142857,742.9047619047619,753.8571428571429
279,2020-10-26,280,8777800,74497,71142.42857142857,65295.92857142857,52445.23809523809,0.86,225698,538,0.24,805.7142857142857,745.0,767.2142857142857
280,2020-10-27,281,8852197,74397,73114.28571428571,66724.71428571429,53282.857142857145,0.85,226681,983,0.44,813.4285714285714,737.9047619047619,778.4285714285714
281,2020-10-28,282,8934121,81924,75641.0,68301.21428571429,54298.47619047619,0.93,227697,1016,0.45,786.0,738.3571428571429,778.9285714285714
282,2020-10-29,283,9024915,90794,77879.0,70118.42857142857,55381.42857142857,1.02,228701,1004,0.44,811.1428571428571,742.047619047619,794.0
283,2020-10-30,284,9124729,99814,79976.57142857143,72214.92857142857,56593.97619047619,1.11,229672,971,0.42,817.5714285714286,742.5714285714286,799.7142857142857
284,2020-10-31,285,9208964,84235,80767.57142857143,74463.07142857143,57604.07142857143,0.92,230510,838,0.36,812.7142857142857,746.5714285714286,811.1428571428571
285,2020-11-01,286,9283188,74224,82840.71428571429,76344.64285714286,58505.69047619047,0.81,230937,427,0.19,825.2857142857143,751.6666666666666,814.0
286,2020-11-02,287,9376927,93739,85589.57142857143,78366.0,59429.23809523809,1.01,231477,540,0.23,825.5714285714286,754.2857142857143,815.6428571428571
287,2020-11-03,288,9469557,92630,88194.28571428571,80654.28571428571,60744.45238095238,0.99,232607,1130,0.49,846.5714285714286,758.7857142857143,830.0
288,2020-11-04,289,9577440,107883,91902.71428571429,83771.85714285714,62323.78571428572,1.14,234223,1616,0.69,932.2857142857143,771.3095238095239,859.1428571428571
289,2020-11-05,290,9698981,121541,96295.14285714286,87087.07142857143,64141.380952380954,1.27,235331,1108,0.47,947.1428571428571,776.6190476190476,879.1428571428571
290,2020-11-06,291,9831853,132872,101017.71428571429,90497.14285714286,66005.45238095238,1.37,236577,1246,0.53,986.4285714285714,785.9761904761905,902.0
291,2020-11-07,292,9957785,125932,106974.42857142857,93871.0,67987.23809523809,1.28,237584,1007,0.43,1010.5714285714286,791.6428571428571,911.6428571428571
292,2020-11-08,293,10061201,103416,111144.71428571429,96992.71428571429,69561.47619047618,1.04,238048,464,0.2,1015.8571428571429,796.3333333333334,920.5714285714286
293,2020-11-09,294,10191642,130441,116387.85714285714,100988.71428571429,71777.69047619047,1.3,238793,745,0.31,1045.142857142857,805.7380952380952,935.3571428571429
294,2020-11-10,295,10331382,139740,123117.85714285714,105656.07142857143,74064.42857142857,1.37,240258,1465,0.61,1093.0,818.5714285714286,969.7857142857143
295,2020-11-11,296,10474242,142860,128114.57142857143,110008.64285714286,76464.47619047618,1.38,241689,1431,0.6,1066.5714285714287,829.452380952381,999.4285714285714
296,2020-11-12,297,10637733,163491,134107.42857142858,115201.28571428571,79251.92857142857,1.56,242861,1172,0.48,1075.7142857142858,837.1904761904761,1011.4285714285714
297,2020-11-13,298,10819326,181593,141067.57142857142,121042.64285714286,82299.85714285714,1.71,244250,1389,0.57,1096.142857142857,849.6666666666666,1041.2857142857142
298,2020-11-14,299,10978447,159121,145808.85714285713,126391.64285714286,84950.85714285714,1.47,245460,1210,0.5,1125.142857142857,861.5952380952381,1067.857142857143
299,2020-11-15,300,11113634,135187,150347.57142857142,130746.14285714286,87334.76190476191,1.23,246083,623,0.25,1147.857142857143,868.5,1081.857142857143
300,2020-11-16,301,11280088,166454,155492.2857142857,135940.07142857142,89811.95238095238,1.5,246879,796,0.32,1155.142857142857,877.2380952380952,1100.142857142857
301,2020-11-17,302,11441833,161745,158635.85714285713,140876.85714285713,92642.5,1.43,248486,1607,0.65,1175.4285714285713,898.3333333333334,1134.2142857142858
302,2020-11-18,303,11614116,172283,162839.14285714287,145476.85714285713,95482.16666666667,1.51,250411,1925,0.77,1246.0,920.452380952381,1156.2857142857142
303,2020-11-19,304,11801586,187470,166264.7142857143,150186.07142857142,98603.28571428571,1.61,252373,1962,0.78,1358.857142857143,945.0714285714286,1217.2857142857142
304,2020-11-20,305,12000258,198672,168704.57142857142,154886.07142857142,101929.71428571429,1.68,254325,1952,0.77,1439.2857142857142,969.7619047619048,1267.7142857142858
305,2020-11-21,306,12172261,172003,170544.85714285713,158176.85714285713,104795.30952380953,1.43,255754,1429,0.56,1470.5714285714287,989.6904761904761,1297.857142857143
306,2020-11-22,307,12313295,141034,171380.14285714287,160863.85714285713,107087.0,1.16,256597,843,0.33,1502.0,999.7857142857143,1324.9285714285713
307,2020-11-23,308,12492394,179099,173186.57142857142,164339.42857142858,110208.02380952382,1.45,257635,1038,0.4,1536.5714285714287,1016.1428571428571,1345.857142857143
308,2020-11-24,309,12670684,178290,175550.14285714287,167093.0,113157.92857142857,1.43,259844,2209,0.86,1622.5714285714287,1049.0714285714287,1399.0
309,2020-11-25,310,12851220,180536,176729.14285714287,169784.14285714287,116031.33333333333,1.42,262157,2313,0.89,1678.0,1080.1190476190477,1462.0
310,2020-11-26,311,12954324,103104,164676.85714285713,165470.7857142857,116930.16666666667,0.8,263336,1179,0.45,1566.142857142857,1089.3095238095239,1462.5
311,2020-11-27,312,13159784,205460,165646.57142857142,167175.57142857142,120144.38095238095,1.59,264748,1412,0.54,1489.0,1101.7142857142858,1464.142857142857
